Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Male,Loyal Customer,56,Personal Travel,Eco Plus,143,2.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,1,5.0,4.0,5.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,48,Personal Travel,Eco,413,1.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,5,4.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,51,Personal Travel,Eco,615,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2,1.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,1590,2.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,3.0,10,3.0,1-15 min,satisfied,1
Female,Loyal Customer,30,Business travel,Business,1763,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5,3.0,4.0,4.0,9,0.0,No delay,satisfied,1
Male,Loyal Customer,40,Business travel,Business,2917,,,,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3,4.0,3.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,69,Personal Travel,Eco,561,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,3,2.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Business,3474,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,5.0,53,53.0,16-60 min,satisfied,1
Male,Loyal Customer,51,Business travel,Eco,1464,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3,3.0,3.0,1.0,57,53.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,32,Business travel,Eco Plus,1250,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,3,1.0,3.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,51,Business travel,Business,591,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,13,12.0,1-15 min,satisfied,1
Female,Loyal Customer,33,Business travel,Business,3509,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4,1.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,58,Business travel,Business,1794,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,1,0.0,No delay,satisfied,1
Male,Loyal Customer,26,Business travel,Business,647,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4,1.0,4.0,1.0,4,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,10,Business travel,Eco,708,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,3,2.0,3.0,1.0,25,24.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,35,Business travel,Eco,1590,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,1,2.0,3.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,39,Business travel,Eco,239,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,3,3.0,2.0,5.0,10,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,25,Business travel,Business,2195,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4,1.0,3.0,2.0,25,17.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,20,Business travel,Eco,308,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,5.0,4,3.0,4.0,4.0,1,0.0,No delay,satisfied,1
Female,Loyal Customer,24,Business travel,Business,645,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4,3.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,64,Personal Travel,Eco,483,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,3,4.0,4.0,4.0,0,12.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,34,Business travel,Eco Plus,399,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3,2.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,38,Business travel,Business,3195,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4,4.0,4.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,45,Business travel,Business,2495,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4,1.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,63,Personal Travel,Eco,300,2.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,4,5.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,28,Personal Travel,Eco,447,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,4,3.0,4.0,1.0,0,20.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,40,Personal Travel,Eco,666,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0,3,2.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,38,Business travel,Eco,581,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3,2.0,3.0,2.0,5,30.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,46,Business travel,Business,2834,2.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2,3.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,22,Business travel,Eco,1284,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,4,1.0,4.0,5.0,0,11.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,41,Personal Travel,Eco,200,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,3.0,5,2.0,2.0,1.0,23,17.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,15,Personal Travel,Eco,406,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,5,4.0,4.0,1.0,1,1.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,45,Personal Travel,Eco,677,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,5,3.0,1.0,4.0,13,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,25,Business travel,Business,2199,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2,3.0,2.0,1.0,44,48.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,10,Personal Travel,Eco,1090,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,4,1.0,4.0,5.0,10,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,15,Business travel,Business,2203,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4,5.0,5.0,5.0,0,5.0,1-15 min,satisfied,1
Female,Loyal Customer,48,Personal Travel,Eco,1436,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2,2.0,4.0,3.0,10,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,14,Personal Travel,Eco,728,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1,2.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,29,Business travel,Business,3117,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5,3.0,4.0,4.0,55,40.0,16-60 min,satisfied,1
Male,Loyal Customer,51,Business travel,Eco,261,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2,2.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,50,Business travel,Eco,671,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3,1.0,3.0,3.0,91,84.0,60+ min,neutral or dissatisfied,0
Female,Disloyal Customer,33,Business travel,Business,589,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5,4.0,5.0,4.0,14,1.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,36,Business travel,Business,447,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4,3.0,4.0,3.0,0,13.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,43,Personal Travel,Eco,329,1.0,4.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,3,3.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,39,Business travel,Business,1476,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,5.0,13,13.0,1-15 min,satisfied,1
Female,Loyal Customer,58,Personal Travel,Business,1126,3.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,5,2.0,5.0,1.0,0,15.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,44,Business travel,Eco,199,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,9,2.0,1-15 min,satisfied,1
Female,Loyal Customer,44,Business travel,Eco,419,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,46,Personal Travel,Eco,462,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,2,3.0,2.0,3.0,2,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,58,Personal Travel,Eco,190,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,5,4.0,4.0,4.0,41,41.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,27,Personal Travel,Eco,783,1.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,3.0,3.0,5,4.0,4.0,5.0,5,27.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,30,Business travel,Eco,812,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,2.0,3,4.0,3.0,5.0,22,11.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,24,Business travel,Eco,1020,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3,2.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,22,Personal Travel,Eco,1514,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3,4.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,38,Business travel,Business,337,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,5,4.0,4.0,3.0,4,1.0,1-15 min,satisfied,1
Male,Disloyal Customer,38,Business travel,Eco,397,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3,3.0,3.0,2.0,24,16.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,8,Personal Travel,Eco,767,4.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,5.0,4,4.0,5.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,30,Personal Travel,Eco,1846,5.0,4.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,3,3.0,3.0,2.0,75,61.0,60+ min,satisfied,1
Male,Loyal Customer,29,Business travel,Business,1197,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4,5.0,5.0,4.0,2,0.0,No delay,satisfied,1
Male,Loyal Customer,40,Business travel,Business,1129,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4,3.0,4.0,1.0,0,3.0,1-15 min,satisfied,1
Male,Loyal Customer,54,Business travel,Business,1164,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,58,Business travel,Business,1235,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,4,3.0,4.0,3.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,17,Business travel,Eco,209,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,3,2.0,4.0,2.0,119,117.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,14,Personal Travel,Business,309,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,2,1.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,32,Business travel,Eco,391,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1,3.0,2.0,4.0,28,18.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,3316,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,20,Business travel,Business,2243,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5,5.0,4.0,4.0,0,6.0,1-15 min,satisfied,1
Male,Loyal Customer,70,Personal Travel,Eco,569,2.0,5.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,4,5.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,56,Personal Travel,Eco Plus,187,2.0,4.0,,5.0,,3.0,2.0,4.0,5.0,5.0,4,2.0,3.0,2.0,142,152.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,20,Personal Travel,Eco,633,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,25,Business travel,Eco,480,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4.0,4.0,2.0,57,37.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,11,Personal Travel,Eco,725,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1,4.0,3.0,1.0,0,10.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Business,3417,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,3.0,4,18.0,16-60 min,satisfied,1
Female,Disloyal Customer,25,Business travel,Eco,1107,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,3,2.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,40,Business travel,Business,587,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,4,3.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,34,Business travel,Business,1129,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,4.0,45,62.0,60+ min,satisfied,1
Female,Loyal Customer,53,Business travel,Business,3732,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,81,71.0,60+ min,satisfied,1
Male,Loyal Customer,19,Personal Travel,Eco,258,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,4,2.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,41,Personal Travel,Eco,1020,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,4,4.0,3.0,5.0,63,58.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,25,Business travel,Eco,550,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4,2.0,4.0,2.0,16,8.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Business,4963,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5,4.0,5.0,4.0,60,39.0,16-60 min,satisfied,1
Female,Disloyal Customer,45,Business travel,Eco,337,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3,3.0,3.0,1.0,7,11.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,21,Business travel,Business,408,4.0,,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,46,Business travel,Eco,862,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,5,4.0,3.0,3.0,1,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,26,Business travel,Business,909,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5,3.0,5.0,4.0,16,16.0,16-60 min,satisfied,1
Male,Disloyal Customer,26,Business travel,Eco,447,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4,4.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,49,Business travel,Eco Plus,438,3.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,3,3.0,3.0,2.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,24,Business travel,Eco,1310,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4,5.0,5.0,2.0,15,0.0,No delay,satisfied,1
Female,Loyal Customer,20,Personal Travel,Eco,472,2.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,2.0,2,5.0,1.0,5.0,121,137.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,67,Personal Travel,Eco,1182,4.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,2,4.0,2.0,5.0,71,119.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,19,Business travel,Eco,522,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,53,Business travel,Business,1589,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,2.0,1-15 min,satisfied,1
Male,Disloyal Customer,63,Business travel,Eco,665,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,4,2.0,3.0,5.0,25,23.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,41,Personal Travel,Eco,363,3.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,5,3.0,5.0,5.0,0,2.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,32,Business travel,Eco Plus,853,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2,4.0,5.0,2.0,77,74.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,51,Personal Travel,Eco,580,1.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2,3.0,2.0,4.0,56,50.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,26,Personal Travel,Eco,271,1.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,3,2.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,39,Business travel,Business,303,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,4.0,46,56.0,16-60 min,satisfied,1
Female,Disloyal Customer,23,Business travel,Business,760,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4,3.0,5.0,4.0,31,74.0,60+ min,satisfied,1
Male,Loyal Customer,30,Business travel,Business,1846,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,4,3.0,4.0,5.0,15,0.0,No delay,satisfied,1
Male,Loyal Customer,41,Business travel,Business,852,5.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,4,5.0,4.0,4.0,0,1.0,1-15 min,satisfied,1
Female,Loyal Customer,7,Personal Travel,Eco,349,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5,5.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,31,Business travel,Business,3394,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,32,Personal Travel,Eco,441,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3,1.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Business,987,2.0,,2.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,4,3.0,4.0,3.0,4,18.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,46,Personal Travel,Eco,1826,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4,5.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,24,Business travel,Eco,1383,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,2,4.0,4.0,4.0,12,26.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,56,Business travel,Business,3210,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,66,Business travel,Eco Plus,174,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,7,Personal Travel,Eco Plus,451,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,4,4.0,5.0,1.0,0,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,25,Business travel,Business,2295,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,27,Business travel,Eco,250,4.0,,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2,3.0,1.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Eco Plus,692,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2,2.0,2.0,2.0,85,82.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Eco,156,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3,3.0,2.0,1.0,95,89.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,18,Business travel,Business,1416,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4,4.0,4.0,4.0,21,4.0,1-15 min,satisfied,1
Male,Loyal Customer,58,Business travel,Business,1438,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,4.0,1-15 min,satisfied,1
Female,Loyal Customer,23,Personal Travel,Eco Plus,834,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5,5.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,20,Business travel,Business,296,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5,3.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,24,Business travel,Eco,101,3.0,4.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,5,2.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,32,Personal Travel,Eco,925,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,4,5.0,4.0,3.0,13,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,25,Personal Travel,Eco,181,2.0,5.0,,2.0,3.0,,3.0,3.0,3.0,5.0,5,4.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,39,Business travel,Business,1516,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3,1.0,3.0,1.0,4,24.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,51,Business travel,Eco,409,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3,4.0,3.0,3.0,0,14.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,54,Business travel,Business,1703,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3,4.0,3.0,2.0,50,27.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,45,Business travel,Business,3584,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4,5.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,10,Business travel,Business,1723,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4,3.0,1.0,3.0,154,126.0,60+ min,neutral or dissatisfied,0
Female,Disloyal Customer,28,Business travel,Eco,153,2.0,,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2,1.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Business,425,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,55,Business travel,Business,1536,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3,1.0,3.0,2.0,0,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,60,Business travel,Business,2521,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,53,Business travel,Business,280,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3,5.0,3.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,38,Business travel,Business,89,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,4,4.0,1.0,4.0,13,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,45,Personal Travel,Business,599,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2,4.0,2.0,2.0,0,14.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,29,Business travel,Eco,733,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4,2.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,58,Personal Travel,Eco,409,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,5.0,4,1.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,59,Business travel,Eco,1107,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,71,Business travel,Eco Plus,453,4.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4,3.0,4.0,1.0,8,16.0,16-60 min,neutral or dissatisfied,0
